date,value
2011,13.7797446476602
2012,13.2088026688373
2013,11.8414333622049
2014,9.28309356162695
2015,8.75188196737508
2016,8.130886695236
2017,13.8757425441635
2018,17.5241796514055
2019,14.5257359560687
2020,12.8677297362606
2021,10.8492397508122
2022,11.4466436998836
2023,9.95659071258018
2024,9.62825465956682
